frequency,impedance
1.1559999999999828,(-343.81574155867196+2367.8997492956187j)
1.1569999999999827,(-343.5187187000154+2365.8514720939543j)
1.1579999999999826,(-343.22220897136657+2363.8067309003877j)
1.1589999999999825,(-342.9262110445684+2361.7655165617994j)
1.1599999999999824,(-342.63072359604354+2359.7278199566276j)
1.1609999999999823,(-342.33574530677475+2357.693631994741j)
1.1619999999999822,(-342.04127486228526+2355.6629436172966j)
1.162999999999982,(-341.7473109526198+2353.6357457966083j)
1.163999999999982,(-341.45385227232407+2351.6120295360147j)
1.1649999999999818,(-341.1608975204268+2349.591785869741j)
1.1659999999999817,(-340.868445400419+2347.57500586277j)
1.1669999999999816,(-340.57649462023636+2345.5616806107123j)
1.1679999999999815,(-340.2850438922391+2343.5518012396674j)
1.1689999999999814,(-339.99409193319326+2341.545358906104j)
1.1699999999999813,(-339.703637464253+2339.542344796723j)
1.1709999999999812,(-339.4136792109396+2337.542750128326j)
1.171999999999981,(-339.12421590312476+2335.5465661476974j)
1.172999999999981,(-338.83524627501185+2333.5537841314663j)
1.1739999999999808,(-338.54676906511673+2331.5643953859853j)
1.1749999999999807,(-338.25878301624925+2329.5783912471984j)
1.1759999999999806,(-337.9712868754961+2327.5957630805224j)
1.1769999999999805,(-337.6842793942019+2325.616502280719j)
1.1779999999999804,(-337.397759327951+2323.640600271765j)
1.1789999999999803,(-337.1117254365501+2321.6680485067363j)
1.1799999999999802,(-336.82617648400947+2319.698838467679j)
1.18099999999998,(-336.5411112385262+2317.7329616654897j)
1.18199999999998,(-336.25652847246556+2315.7704096397924j)
1.1829999999999798,(-335.97242696234446+2313.811173958819j)
1.1839999999999797,(-335.6888054888119+2311.8552462192815j)
1.1849999999999796,(-335.40566283663463+2309.9026180462633j)
1.1859999999999795,(-335.12299779467673+2307.9532810930905j)
1.1869999999999794,(-334.8408091558841+2306.0072270412134j)
1.1879999999999793,(-334.5590957172671+2304.0644476000966j)
1.1889999999999792,(-334.2778562798828+2302.1249345070887j)
1.189999999999979,(-333.99708964881864+2300.1886795273144j)
1.190999999999979,(-333.71679463317474+2298.2556744535555j)
1.1919999999999789,(-333.4369700460488+2296.325911106135j)
1.1929999999999787,(-333.1576147045165+2294.3993813327966j)
1.1939999999999786,(-332.8787274296176+2292.4760770086014j)
1.1949999999999785,(-332.6003070463379+2290.5559900358j)
1.1959999999999784,(-332.3223523835931+2288.6391123437293j)
1.1969999999999783,(-332.0448622742126+2286.7254358886953j)
1.1979999999999782,(-331.767835554922+2284.814952653857j)
1.198999999999978,(-331.4912710663287+2282.9076546491233j)
1.199999999999978,(-331.2151676529048+2281.003533911034j)
1.2009999999999779,(-330.9395241629703+2279.1025825026495j)
1.2019999999999778,(-330.6643394486783+2277.204792513445j)
1.2029999999999776,(-330.38961236599846+2275.310156059196j)
1.2039999999999775,(-330.11534177470133+2273.4186652818735j)
1.2049999999999774,(-329.84152653834246+2271.53031234953j)
1.2059999999999773,(-329.5681655242464+2269.6450894561954j)
1.2069999999999772,(-329.2952576034922+2267.7629888217693j)
1.207999999999977,(-329.02280165089604+2265.884002691911j)
1.208999999999977,(-328.75079654499825+2264.008123337936j)
